0	0	7.46395	-5.53576	0.314572	-0.233308
0.100105	0.200126	2.56493	-0.0830517	0.424295	-0.20751
0.200419	0.400503	2.74564	-3.11133	0.544905	-0.326243
0.300942	0.601131	0.548908	9.26611	0.557374	0.179278
0.401676	0.802011	-12.2367	1.76814	-0.133336	0.294976
0.502618	1.00314	-1.01262	9.51021	-0.194564	0.872448
0.60377	1.20452	2.21351	-0.444447	-0.0512778	0.83791
0.705131	1.40616	-0.245922	-1.87884	-0.0694631	0.696843
0.806702	1.60804	1.97946	0.476491	0.0766085	0.718478
0.908482	1.81018	10.2301	-5.97414	0.878625	0.227601
1.01047	2.01257	-6.81088	1.03975	0.272366	0.308271
1.11267	2.21521	-2.43371	-1.07866	0.0405956	0.201359
1.21508	2.4181	5.44889	-0.0666845	0.538726	0.186289
1.3177	2.62124	3.16179	-6.53064	0.81278	-0.456027
1.42052	2.82463	9.78687	7.58469	1.74754	0.330796
1.52356	3.02827	2.87216	0.553582	1.93855	0.370071
1.62681	3.23217	5.01487	5.99535	2.34648	0.988757
1.73026	3.43632	3.26723	0.157309	2.54101	0.942764
1.83393	3.64071	-2.60146	5.42538	2.06372	1.48436
1.9378	3.84536	0.971928	1.94321	2.00979	1.59987
2.04188	4.05026	-3.35829	0.534865	1.45474	1.54231
2.14618	4.25542	-6.20989	1.25706	0.595858	1.56819
2.25068	4.46082	3.2257	10.7616	0.899973	2.708
2.35539	4.66647	4.38821	7.60602	1.32229	3.39475
2.46031	4.87238	18.0211	-0.221672	3.34249	3.09397
2.56544	5.07854	5.96245	1.60069	3.77224	3.02568
2.67078	5.28494	5.65303	13.0433	4.12733	4.33365
2.77633	5.4916	-1.57913	11.7166	3.5764	5.37947
2.88209	5.69852	-1.37152	7.9778	3.08469	5.8866
2.98806	5.90568	9.30942	10.7614	3.91851	6.68246
3.09423	6.11309	1.43365	11.6094	3.72952	7.50973
3.20062	6.32076	5.70485	9.67103	4.06764	8.02644
3.30721	6.52867	3.84109	9.01469	4.14843	8.41072
3.41402	6.73684	1.36065	8.62854	3.91653	8.70512
3.52103	6.94526	-1.71407	4.78107	3.32435	8.49639
3.62825	7.15393	2.05609	-1.75111	3.23159	7.49825
3.73568	7.36285	15.1837	8.88569	4.73575	7.85686
3.84333	7.57202	-3.0238	7.25086	3.91091	7.97977
3.95118	7.78144	-0.210964	6.01818	3.48622	7.93402
4.05923	7.99112	8.14189	9.76632	4.1037	8.33685
4.1675	8.20104	5.99913	12.5119	4.41048	9.03198
4.27598	8.41122	0.674968	2.37977	4.04446	8.43594
4.38467	8.62165	6.16288	13.0476	4.36759	9.16846
4.49356	8.83232	3.68405	9.1302	4.36202	9.36078
4.60267	9.04325	2.43432	13.5474	4.20183	10.0632
4.71198	9.25444	-2.80625	12.1559	3.4163	10.5327
4.8215	9.46587	-0.703617	12.875	2.94361	11.042
4.93123	9.67755	3.97213	15.5336	3.07241	11.8222
5.04117	9.88949	18.9365	10.9363	5.00158	11.9736
5.15132	10.1017	6.00462	1.77923	5.21502	10.9927
5.26168	10.3141	5.64925	18.8851	5.36432	12.1455
5.37225	10.5268	2.80555	15.5423	5.15321	12.7943
5.48302	10.7397	9.55258	15.2929	5.76999	13.3507
5.59401	10.9529	13.6859	8.39835	6.83456	13.0172
5.7052	11.1664	-4.39156	13.6599	5.62394	13.3332
5.8166	11.3801	1.03647	17.6329	5.15715	14.0936
5.92821	11.594	13.5378	13.7778	6.23488	14.3166
6.04003	11.8082	12.3984	21.1639	7.08763	15.403
6.15206	12.0226	-4.97875	11.6712	5.76621	15.2435
6.2643	12.2373	8.80938	6.67752	6.20928	14.478
6.37674	12.4523	2.91319	8.03359	5.90071	13.923
6.4894	12.6675	6.95754	15.3075	6.10116	14.2803
6.60226	12.8829	11.5801	11.9653	6.8418	14.1961
6.71533	13.0986	2.80683	6.51257	6.45922	13.449
6.82861	13.3146	1.71647	14.6706	5.96933	13.7384
6.9421	13.5308	3.50598	2.91761	5.73007	12.576
7.0558	13.7472	16.8602	23.2446	7.12281	13.9571
7.1697	13.9639	1.61742	1.12155	6.55988	12.5485
7.28382	14.1809	13.4876	12.3677	7.47248	12.6038
7.39814	14.3981	-0.491855	21.0265	6.61824	13.6991
7.51267	14.6156	4.80498	14.4817	6.46637	13.9131
7.62741	14.8333	4.60364	13.0191	6.29866	13.9275
